topology,case_id,seed,attack_type,inferred_attack_type,ground_truth_malicious,attack_type_correct
smoke,case-1007-veh_013-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_013-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_013-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_013-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_014-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_014-w0002,1007,mixed,mixed,1,1
smoke,case-1007-veh_014-w0003,1007,mixed,mixed,1,1
smoke,case-1007-veh_014-w0004,1007,mixed,mixed,1,1
smoke,case-1007-veh_014-w0005,1007,mixed,mixed,1,1
smoke,case-1007-veh_014-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_015-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_016-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_017-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_018-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_019-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_020-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_021-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_022-w0006,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0001,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0002,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0003,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0004,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0005,1007,benign,benign,0,1
smoke,case-1007-veh_023-w0006,1007,benign,benign,0,1
smoke,case-1008-veh_000-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_000-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_001-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_002-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_002-w0001,1008,position_offset,position_offset,1,1
smoke,case-1008-veh_002-w0002,1008,position_offset,position_offset,1,1
smoke,case-1008-veh_002-w0003,1008,position_offset,position_offset,1,1
smoke,case-1008-veh_002-w0004,1008,position_offset,position_offset,1,1
smoke,case-1008-veh_002-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_002-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_003-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_004-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_004-w0001,1008,speed_offset,speed_offset,1,1
smoke,case-1008-veh_004-w0002,1008,speed_offset,speed_offset,1,1
smoke,case-1008-veh_004-w0003,1008,speed_offset,speed_offset,1,1
smoke,case-1008-veh_004-w0004,1008,speed_offset,speed_offset,1,1
smoke,case-1008-veh_004-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_004-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_005-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_006-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_006-w0001,1008,replay,replay,1,1
smoke,case-1008-veh_006-w0002,1008,replay,replay,1,1
smoke,case-1008-veh_006-w0003,1008,replay,replay,1,1
smoke,case-1008-veh_006-w0004,1008,replay,replay,1,1
smoke,case-1008-veh_006-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_006-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_007-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_008-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_008-w0001,1008,benign,certificate_tamper,0,0
smoke,case-1008-veh_008-w0002,1008,certificate_tamper,certificate_tamper,1,1
smoke,case-1008-veh_008-w0003,1008,certificate_tamper,certificate_tamper,1,1
smoke,case-1008-veh_008-w0004,1008,certificate_tamper,certificate_tamper,1,1
smoke,case-1008-veh_008-w0005,1008,benign,certificate_tamper,0,0
smoke,case-1008-veh_008-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_009-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_010-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_010-w0001,1008,benign,flood,0,0
smoke,case-1008-veh_010-w0002,1008,flood,flood,1,1
smoke,case-1008-veh_010-w0003,1008,flood,flood,1,1
smoke,case-1008-veh_010-w0004,1008,flood,flood,1,1
smoke,case-1008-veh_010-w0005,1008,benign,flood,0,0
smoke,case-1008-veh_010-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_011-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_012-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_012-w0001,1008,benign,false_denm,0,0
smoke,case-1008-veh_012-w0002,1008,false_denm,false_denm,1,1
smoke,case-1008-veh_012-w0003,1008,false_denm,false_denm,1,1
smoke,case-1008-veh_012-w0004,1008,false_denm,false_denm,1,1
smoke,case-1008-veh_012-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_012-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0000,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0001,1008,benign,position_offset,0,0
smoke,case-1008-veh_013-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_013-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_014-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_014-w0002,1008,mixed,mixed,1,1
smoke,case-1008-veh_014-w0003,1008,mixed,mixed,1,1
smoke,case-1008-veh_014-w0004,1008,mixed,mixed,1,1
smoke,case-1008-veh_014-w0005,1008,mixed,mixed,1,1
smoke,case-1008-veh_014-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_015-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_016-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_017-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_018-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_019-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_020-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_020-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_020-w0003,1008,benign,position_offset,0,0
smoke,case-1008-veh_020-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_020-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_020-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_021-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_022-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_022-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_022-w0003,1008,benign,position_offset,0,0
smoke,case-1008-veh_022-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_022-w0005,1008,benign,position_offset,0,0
smoke,case-1008-veh_022-w0006,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0001,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0002,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0003,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0004,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0005,1008,benign,benign,0,1
smoke,case-1008-veh_023-w0006,1008,benign,benign,0,1
smoke,case-1009-veh_000-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_000-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_001-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_002-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_002-w0001,1009,position_offset,position_offset,1,1
smoke,case-1009-veh_002-w0002,1009,position_offset,position_offset,1,1
smoke,case-1009-veh_002-w0003,1009,position_offset,position_offset,1,1
smoke,case-1009-veh_002-w0004,1009,position_offset,position_offset,1,1
smoke,case-1009-veh_002-w0005,1009,benign,position_offset,0,0
smoke,case-1009-veh_002-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_003-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_004-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_004-w0001,1009,speed_offset,speed_offset,1,1
smoke,case-1009-veh_004-w0002,1009,speed_offset,speed_offset,1,1
smoke,case-1009-veh_004-w0003,1009,speed_offset,speed_offset,1,1
smoke,case-1009-veh_004-w0004,1009,speed_offset,speed_offset,1,1
smoke,case-1009-veh_004-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_004-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_005-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_006-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_006-w0001,1009,replay,replay,1,1
smoke,case-1009-veh_006-w0002,1009,replay,replay,1,1
smoke,case-1009-veh_006-w0003,1009,replay,replay,1,1
smoke,case-1009-veh_006-w0004,1009,replay,replay,1,1
smoke,case-1009-veh_006-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_006-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0004,1009,benign,position_offset,0,0
smoke,case-1009-veh_007-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_007-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_008-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_008-w0001,1009,benign,certificate_tamper,0,0
smoke,case-1009-veh_008-w0002,1009,certificate_tamper,certificate_tamper,1,1
smoke,case-1009-veh_008-w0003,1009,certificate_tamper,certificate_tamper,1,1
smoke,case-1009-veh_008-w0004,1009,certificate_tamper,certificate_tamper,1,1
smoke,case-1009-veh_008-w0005,1009,benign,certificate_tamper,0,0
smoke,case-1009-veh_008-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_009-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_010-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_010-w0001,1009,benign,flood,0,0
smoke,case-1009-veh_010-w0002,1009,flood,flood,1,1
smoke,case-1009-veh_010-w0003,1009,flood,flood,1,1
smoke,case-1009-veh_010-w0004,1009,flood,flood,1,1
smoke,case-1009-veh_010-w0005,1009,benign,flood,0,0
smoke,case-1009-veh_010-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0001,1009,benign,position_offset,0,0
smoke,case-1009-veh_011-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_011-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_012-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_012-w0001,1009,benign,false_denm,0,0
smoke,case-1009-veh_012-w0002,1009,false_denm,mixed,1,0
smoke,case-1009-veh_012-w0003,1009,false_denm,false_denm,1,1
smoke,case-1009-veh_012-w0004,1009,false_denm,false_denm,1,1
smoke,case-1009-veh_012-w0005,1009,benign,mixed,0,0
smoke,case-1009-veh_012-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0000,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_013-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_014-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_014-w0002,1009,mixed,mixed,1,1
smoke,case-1009-veh_014-w0003,1009,mixed,mixed,1,1
smoke,case-1009-veh_014-w0004,1009,mixed,mixed,1,1
smoke,case-1009-veh_014-w0005,1009,mixed,mixed,1,1
smoke,case-1009-veh_014-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_015-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_016-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_017-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_018-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_019-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_020-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_021-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_022-w0006,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0001,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0002,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0003,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0004,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0005,1009,benign,benign,0,1
smoke,case-1009-veh_023-w0006,1009,benign,benign,0,1
smoke,case-1010-veh_000-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0001,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0002,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0003,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0004,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_000-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0001,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0002,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0003,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0004,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_001-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_002-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_002-w0001,1010,position_offset,position_offset,1,1
smoke,case-1010-veh_002-w0002,1010,position_offset,position_offset,1,1
smoke,case-1010-veh_002-w0003,1010,position_offset,position_offset,1,1
smoke,case-1010-veh_002-w0004,1010,position_offset,position_offset,1,1
smoke,case-1010-veh_002-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_002-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0001,1010,benign,position_offset,0,0
smoke,case-1010-veh_003-w0002,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0003,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0004,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_003-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_004-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_004-w0001,1010,speed_offset,speed_offset,1,1
smoke,case-1010-veh_004-w0002,1010,speed_offset,speed_offset,1,1
smoke,case-1010-veh_004-w0003,1010,speed_offset,speed_offset,1,1
smoke,case-1010-veh_004-w0004,1010,speed_offset,speed_offset,1,1
smoke,case-1010-veh_004-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_004-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0001,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0002,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0003,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0004,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_005-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_006-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_006-w0001,1010,replay,replay,1,1
smoke,case-1010-veh_006-w0002,1010,replay,replay,1,1
smoke,case-1010-veh_006-w0003,1010,replay,replay,1,1
smoke,case-1010-veh_006-w0004,1010,replay,replay,1,1
smoke,case-1010-veh_006-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_006-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0001,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0002,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0003,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0004,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0005,1010,benign,benign,0,1
smoke,case-1010-veh_007-w0006,1010,benign,benign,0,1
smoke,case-1010-veh_008-w0000,1010,benign,benign,0,1
smoke,case-1010-veh_008-w0001,1010,benign,certificate_tamper,0,0
smoke,case-1010-veh_008-w0002,1010,certificate_tamper,certificate_tamper,1,1
smoke,case-1010-veh_008-w0003,1010,certificate_tamper,certificate_tamper,1,1
