topology,vehicle_count,seed,architecture,backhaul_extra_latency_ms,case_id,vehicle_id,attack_type,ground_truth_malicious,predicted_revoked,committed,new_state,reason,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,metadata_json
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_051-w0002,veh_051,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,30.0,,,,-0.9566371735749412,"{""arrived_attestations"": 64, ""attempted_attestations"": 64, ""correlated_suppressed"": 49, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_055-w0002,veh_055,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,30.0,,,,-0.956612806451201,"{""arrived_attestations"": 64, ""attempted_attestations"": 64, ""correlated_suppressed"": 49, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_058-w0002,veh_058,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,30.0,,,,-0.956618056198637,"{""arrived_attestations"": 57, ""attempted_attestations"": 57, ""correlated_suppressed"": 42, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_059-w0002,veh_059,mixed,1,0,0,quarantined,insufficient_independent_evidence_diversity,40.0,,,,0.9426506244150872,"{""arrived_attestations"": 20, ""attempted_attestations"": 20, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 5, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_001-w0003,veh_001,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_003-w0003,veh_003,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,,,-0.9447477961790628,"{""arrived_attestations"": 11, ""attempted_attestations"": 11, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_006-w0003,veh_006,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_007-w0003,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.956868562039529,"{""arrived_attestations"": 19, ""attempted_attestations"": 19, ""correlated_suppressed"": 4, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_010-w0003,veh_010,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_011-w0003,veh_011,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9568589797592608,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_015-w0003,veh_015,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9567810700518617,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_017-w0003,veh_017,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_019-w0003,veh_019,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9568536766297637,"{""arrived_attestations"": 23, ""attempted_attestations"": 23, ""correlated_suppressed"": 8, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_022-w0003,veh_022,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_023-w0003,veh_023,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9568478655508351,"{""arrived_attestations"": 25, ""attempted_attestations"": 25, ""correlated_suppressed"": 10, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_026-w0003,veh_026,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_027-w0003,veh_027,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,,,-0.9568442474405193,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_031-w0003,veh_031,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_033-w0003,veh_033,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_035-w0003,veh_035,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,45.0,,,,-0.9568335717354904,"{""arrived_attestations"": 28, ""attempted_attestations"": 28, ""correlated_suppressed"": 13, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_038-w0003,veh_038,mixed,0,0,0,quarantined,insufficient_independent_evidence_diversity,46.0,,,,0.8035836839658377,"{""arrived_attestations"": 20, ""attempted_attestations"": 20, ""correlated_suppressed"": 6, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_039-w0003,veh_039,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9568326903861565,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""correlated_suppressed"": 18, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_042-w0003,veh_042,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9567278207032296,"{""arrived_attestations"": 27, ""attempted_attestations"": 27, ""correlated_suppressed"": 12, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_043-w0003,veh_043,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9568214171049046,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_047-w0003,veh_047,replay,0,1,1,revoked,committed,47.0,59.0,59.05876425774417,59.07175924066911,-0.30862328252905546,"{""correlated_suppressed"": 0, ""evidence_bundle_bytes"": 9536, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_049-w0003,veh_049,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,50.0,,,,-0.9397913584614879,"{""arrived_attestations"": 10, ""attempted_attestations"": 10, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_051-w0003,veh_051,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9567858392296296,"{""arrived_attestations"": 44, ""attempted_attestations"": 44, ""correlated_suppressed"": 29, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_054-w0003,veh_054,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,52.0,,,,-0.9269564717486878,"{""arrived_attestations"": 8, ""attempted_attestations"": 8, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_055-w0003,veh_055,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9567892805764786,"{""arrived_attestations"": 48, ""attempted_attestations"": 48, ""correlated_suppressed"": 33, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_058-w0003,veh_058,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,45.0,,,,-0.9566650614957989,"{""arrived_attestations"": 29, ""attempted_attestations"": 29, ""correlated_suppressed"": 14, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_059-w0003,veh_059,mixed,1,0,0,quarantined,insufficient_independent_evidence_diversity,45.0,,,,0.9646141134739361,"{""arrived_attestations"": 68, ""attempted_attestations"": 68, ""correlated_suppressed"": 53, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 11, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_001-w0004,veh_001,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.8900888434594477,"{""arrived_attestations"": 5, ""attempted_attestations"": 5, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_006-w0004,veh_006,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,60.0,,,,-0.9179372152225663,"{""arrived_attestations"": 7, ""attempted_attestations"": 7, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_007-w0004,veh_007,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.8905879022244358,"{""arrived_attestations"": 5, ""attempted_attestations"": 5, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_010-w0004,veh_010,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_011-w0004,veh_011,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 25, ""attempted_attestations"": 25, ""correlated_suppressed"": 10, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_015-w0004,veh_015,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9568555662206004,"{""arrived_attestations"": 60, ""attempted_attestations"": 60, ""correlated_suppressed"": 45, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_017-w0004,veh_017,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9340626176363221,"{""arrived_attestations"": 9, ""attempted_attestations"": 9, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_019-w0004,veh_019,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9272949929042673,"{""arrived_attestations"": 8, ""attempted_attestations"": 8, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_022-w0004,veh_022,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9516705305844149,"{""arrived_attestations"": 13, ""attempted_attestations"": 13, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_023-w0004,veh_023,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9343683441943316,"{""arrived_attestations"": 9, ""attempted_attestations"": 9, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_026-w0004,veh_026,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_027-w0004,veh_027,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 26, ""attempted_attestations"": 26, ""correlated_suppressed"": 11, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_031-w0004,veh_031,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9568585812732278,"{""arrived_attestations"": 51, ""attempted_attestations"": 51, ""correlated_suppressed"": 36, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_033-w0004,veh_033,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_035-w0004,veh_035,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,60.0,,,,-0.9518915719770205,"{""arrived_attestations"": 13, ""attempted_attestations"": 13, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_038-w0004,veh_038,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_039-w0004,veh_039,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_042-w0004,veh_042,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_043-w0004,veh_043,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 29, ""attempted_attestations"": 29, ""correlated_suppressed"": 14, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_047-w0004,veh_047,benign,0,0,0,revoked,insufficient_independent_evidence_diversity,60.0,,,,-0.9567957583846985,"{""arrived_attestations"": 34, ""attempted_attestations"": 34, ""correlated_suppressed"": 19, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_049-w0004,veh_049,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_051-w0004,veh_051,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 20, ""attempted_attestations"": 20, ""correlated_suppressed"": 5, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_054-w0004,veh_054,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_055-w0004,veh_055,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.956868562039529,"{""arrived_attestations"": 23, ""attempted_attestations"": 23, ""correlated_suppressed"": 8, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_058-w0004,veh_058,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9566732816703704,"{""arrived_attestations"": 15, ""attempted_attestations"": 15, ""correlated_suppressed"": 0, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
urban_roundabout,60,1006,distributed_density_honest,,case-urban_roundabout-1006-veh_059-w0004,veh_059,benign,0,0,0,trusted,insufficient_independent_evidence_diversity,60.0,,,,-0.9568636094003019,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 0, ""validator_requalification"": false}"
