topology,case_id,vehicle_id,architecture,previous_state,new_state,detected_at,qualified_at,finalized_at,ledger_available_at,decision_margin,committed,reason,metadata,attack_type,ground_truth_malicious,predicted_revoked,article_native_reference_qualified,inferred_attack_type,seed
smoke,case-1002-veh_004-w0001,veh_004,distributed_rsu_vpuft,trusted,quarantined,15.0,,,,0.5202567083255389,False,insufficient_independent_evidence_diversity,"{'independent_roots': 10, 'correlated_suppressed': 20, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",speed_offset,1,0,0,speed_offset,1002
smoke,case-1002-veh_005-w0001,veh_005,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.956827228971609,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 30, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_006-w0001,veh_006,distributed_rsu_vpuft,trusted,suspected,15.0,,,,-0.5209277533021364,False,insufficient_weighted_margin,"{'independent_roots': 4, 'correlated_suppressed': 23, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",replay,1,0,0,replay,1002
smoke,case-1002-veh_007-w0001,veh_007,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.9568098125078848,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 28, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 43, 'arrived_attestations': 43, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_008-w0001,veh_008,distributed_rsu_vpuft,trusted,revoked,15.0,29.05706751011756,29.09602071397705,29.11200453790955,0.0091931110911027,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 6, 'correlated_suppressed': 17, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 32, 'arrived_attestations': 32, 'dropped_attestations': 0}",benign,0,1,0,certificate_tamper,1002
smoke,case-1002-veh_009-w0001,veh_009,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.956791658712364,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 27, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 42, 'arrived_attestations': 42, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_010-w0001,veh_010,distributed_rsu_vpuft,trusted,suspected,15.0,,,,-0.8966162321695386,False,insufficient_weighted_margin,"{'independent_roots': 4, 'correlated_suppressed': 47, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 62, 'arrived_attestations': 62, 'dropped_attestations': 0}",benign,0,0,0,flood,1002
smoke,case-1002-veh_011-w0001,veh_011,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.9567478721217813,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 25, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 40, 'arrived_attestations': 40, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_012-w0001,veh_012,distributed_rsu_vpuft,trusted,quarantined,15.0,,,,0.6132766271603978,False,insufficient_independent_evidence_diversity,"{'independent_roots': 1, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,false_denm,1002
smoke,case-1002-veh_013-w0001,veh_013,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.9567316432145604,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 23, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 38, 'arrived_attestations': 38, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_014-w0001,veh_014,distributed_rsu_vpuft,trusted,trusted,15.0,,,,-0.9567257929831632,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_015-w0001,veh_015,distributed_rsu_vpuft,trusted,trusted,16.0,,,,-0.9544965614365588,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 20, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_016-w0001,veh_016,distributed_rsu_vpuft,trusted,trusted,17.0,,,,-0.9517674435934492,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 13, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 26, 'arrived_attestations': 26, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_017-w0001,veh_017,distributed_rsu_vpuft,trusted,trusted,18.0,,,,-0.948513001239619,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 27, 'arrived_attestations': 27, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_018-w0001,veh_018,distributed_rsu_vpuft,trusted,trusted,19.0,,,,-0.9446213784439252,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 11, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 22, 'arrived_attestations': 22, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_019-w0001,veh_019,distributed_rsu_vpuft,trusted,trusted,20.0,,,,-0.9399336981370988,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 11, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 21, 'arrived_attestations': 21, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_020-w0001,veh_020,distributed_rsu_vpuft,trusted,trusted,21.0,,,,-0.9342278396155792,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 9, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 18, 'arrived_attestations': 18, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_021-w0001,veh_021,distributed_rsu_vpuft,trusted,trusted,22.0,,,,-0.9271440710925162,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 8, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 16, 'arrived_attestations': 16, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_022-w0001,veh_022,distributed_rsu_vpuft,trusted,trusted,23.0,,,,-0.9181617053825928,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 7, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 14, 'arrived_attestations': 14, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_023-w0001,veh_023,distributed_rsu_vpuft,trusted,trusted,24.0,,,,-0.9064026955196484,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 6, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 12, 'arrived_attestations': 12, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_000-w0002,veh_000,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9568582401945293,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 20, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_001-w0002,veh_001,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9562007698472604,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_002-w0002,veh_002,distributed_rsu_vpuft,revoked,revoked,30.0,44.01930775740888,44.05964939958013,44.06946213360248,0.967331734999606,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 18, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1002
smoke,case-1002-veh_003-w0002,veh_003,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9561896105927834,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_004-w0002,veh_004,distributed_rsu_vpuft,quarantined,revoked,30.0,44.06420413994247,44.10062506563189,44.11283847746989,0.9679532279909032,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1002
smoke,case-1002-veh_005-w0002,veh_005,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9562318744680706,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 17, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 32, 'arrived_attestations': 32, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_006-w0002,veh_006,distributed_rsu_vpuft,suspected,revoked,30.0,44.03834937009818,44.13760934922383,44.14870823253444,0.9015059572967848,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 4, 'correlated_suppressed': 26, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",replay,1,1,0,replay,1002
smoke,case-1002-veh_007-w0002,veh_007,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9562824809790472,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,position_offset,1002
smoke,case-1002-veh_008-w0002,veh_008,distributed_rsu_vpuft,revoked,revoked,30.0,44.14017489506888,44.18279460423247,44.2032468108425,0.9656175775370076,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 17, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 32, 'arrived_attestations': 32, 'dropped_attestations': 0}",certificate_tamper,1,1,0,certificate_tamper,1002
smoke,case-1002-veh_009-w0002,veh_009,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9563669791837232,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 21, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_010-w0002,veh_010,distributed_rsu_vpuft,suspected,revoked,30.0,44.2163395901813,44.25337076116988,44.264187111094,0.5613655873887395,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 155, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 170, 'arrived_attestations': 170, 'dropped_attestations': 0}",flood,1,1,0,flood,1002
smoke,case-1002-veh_011-w0002,veh_011,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9564326519402748,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 23, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 38, 'arrived_attestations': 38, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_012-w0002,veh_012,distributed_rsu_vpuft,quarantined,revoked,30.0,44.25581527402712,44.291251869277744,44.30170677161467,0.8194757176663261,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 3, 'correlated_suppressed': 20, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",false_denm,1,1,0,false_denm,1002
smoke,case-1002-veh_013-w0002,veh_013,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565160834727776,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 25, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 40, 'arrived_attestations': 40, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_014-w0002,veh_014,distributed_rsu_vpuft,trusted,quarantined,30.0,,,,0.9764690075751976,False,insufficient_independent_evidence_diversity,"{'independent_roots': 15, 'correlated_suppressed': 129, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 144, 'arrived_attestations': 144, 'dropped_attestations': 0}",mixed,1,0,0,mixed,1002
smoke,case-1002-veh_015-w0002,veh_015,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565375697147004,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 26, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 41, 'arrived_attestations': 41, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_016-w0002,veh_016,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565095481644276,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 20, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 35, 'arrived_attestations': 35, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_017-w0002,veh_017,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9567335102732218,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 30, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_018-w0002,veh_018,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565072837552998,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_019-w0002,veh_019,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9567215936781032,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 30, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 45, 'arrived_attestations': 45, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_020-w0002,veh_020,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565045169548824,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 18, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_021-w0002,veh_021,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.956705663974426,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 29, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 44, 'arrived_attestations': 44, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_022-w0002,veh_022,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.9565076387954076,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_023-w0002,veh_023,distributed_rsu_vpuft,trusted,trusted,30.0,,,,-0.956683162509119,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 28, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 43, 'arrived_attestations': 43, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_000-w0003,veh_000,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9565289356645176,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_001-w0003,veh_001,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9563578146607552,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_002-w0003,veh_002,distributed_rsu_vpuft,revoked,revoked,45.0,59.02081447404116,59.059136294247566,59.0712502743813,0.9671439836772864,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1002
smoke,case-1002-veh_003-w0003,veh_003,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561825710261288,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_004-w0003,veh_004,distributed_rsu_vpuft,revoked,revoked,45.0,59.06654486821032,59.10573202311512,59.11986021753415,0.9679496669520772,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1002
smoke,case-1002-veh_005-w0003,veh_005,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561794078060212,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_006-w0003,veh_006,distributed_rsu_vpuft,revoked,revoked,45.0,59.02676503942432,59.1447612796236,59.15606089320367,0.8803337378088003,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 4, 'correlated_suppressed': 26, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",replay,1,1,0,replay,1002
smoke,case-1002-veh_007-w0003,veh_007,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561677769167236,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_008-w0003,veh_008,distributed_rsu_vpuft,revoked,revoked,45.0,59.15968117691656,59.196274229778425,59.20784846564917,0.9655531783535588,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",certificate_tamper,1,1,0,certificate_tamper,1002
smoke,case-1002-veh_009-w0003,veh_009,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.956157950470518,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_010-w0003,veh_010,distributed_rsu_vpuft,revoked,revoked,45.0,59.2328665351488,59.27149217765452,59.28394783786116,0.5698974495082578,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 15, 'correlated_suppressed': 155, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 170, 'arrived_attestations': 170, 'dropped_attestations': 0}",flood,1,1,0,flood,1002
smoke,case-1002-veh_011-w0003,veh_011,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561547243482176,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_012-w0003,veh_012,distributed_rsu_vpuft,revoked,revoked,45.0,,,,0.8201035442925815,False,insufficient_independent_evidence_diversity,"{'independent_roots': 3, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",false_denm,1,0,0,mixed,1002
smoke,case-1002-veh_013-w0003,veh_013,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561476291197778,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_014-w0003,veh_014,distributed_rsu_vpuft,quarantined,quarantined,45.0,,,,0.976468969709578,False,insufficient_independent_evidence_diversity,"{'independent_roots': 15, 'correlated_suppressed': 105, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 120, 'arrived_attestations': 120, 'dropped_attestations': 0}",mixed,1,0,0,mixed,1002
smoke,case-1002-veh_015-w0003,veh_015,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.956139404632729,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_016-w0003,veh_016,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9565013757752284,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_017-w0003,veh_017,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9561628530119052,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_018-w0003,veh_018,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9564952145397118,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_019-w0003,veh_019,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9562235237642218,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 18, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_020-w0003,veh_020,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9564861431965704,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 18, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 33, 'arrived_attestations': 33, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_021-w0003,veh_021,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9562574946583172,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_022-w0003,veh_022,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9564801575620432,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 19, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 34, 'arrived_attestations': 34, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_023-w0003,veh_023,distributed_rsu_vpuft,trusted,trusted,45.0,,,,-0.9563235713992632,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 21, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_000-w0004,veh_000,distributed_rsu_vpuft,trusted,trusted,60.0,,,,-0.9565325142494758,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_001-w0004,veh_001,distributed_rsu_vpuft,trusted,trusted,60.0,,,,-0.9566815014709266,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 16, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 31, 'arrived_attestations': 31, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_002-w0004,veh_002,distributed_rsu_vpuft,revoked,revoked,60.0,74.01763462807023,74.06056448093089,74.06864114768334,0.4995668541502731,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 11, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",position_offset,1,1,0,position_offset,1002
smoke,case-1002-veh_003-w0004,veh_003,distributed_rsu_vpuft,trusted,trusted,60.0,,,,-0.9565926080060336,False,insufficient_independent_evidence_diversity,"{'independent_roots': 0, 'correlated_suppressed': 21, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 36, 'arrived_attestations': 36, 'dropped_attestations': 0}",benign,0,0,0,benign,1002
smoke,case-1002-veh_004-w0004,veh_004,distributed_rsu_vpuft,revoked,revoked,60.0,74.06516845755228,74.10728451569642,74.12053086709614,0.7444853339697491,True,committed,"{'view': 0, 'view_changes': 0, 'prepare_votes': 4, 'commit_votes': 4, 'independent_roots': 13, 'correlated_suppressed': 15, 'evidence_coordinator': 'rsu-1', 'attempted_attestations': 30, 'arrived_attestations': 30, 'dropped_attestations': 0}",speed_offset,1,1,0,speed_offset,1002
