central_comparator,topology,vehicle_count,seed,architecture__distributed,backhaul_extra_latency_ms__distributed,case_id,vehicle_id__distributed,attack_type__distributed,ground_truth_malicious__distributed,predicted_revoked__distributed,committed__distributed,new_state__distributed,reason__distributed,detected_at__distributed,qualified_at__distributed,finalized_at__distributed,ledger_available_at__distributed,decision_margin__distributed,metadata_json__distributed,architecture__central,backhaul_extra_latency_ms__central,vehicle_id__central,attack_type__central,ground_truth_malicious__central,predicted_revoked__central,committed__central,new_state__central,reason__central,detected_at__central,qualified_at__central,finalized_at__central,ledger_available_at__central,decision_margin__central,metadata_json__central
central_crn_operational_0ms,corridor,80,1004,distributed_crn_honest,0.0,case-corridor-1004-veh_009-w0001,veh_009,certificate_tamper,1,1,1,revoked,committed,15.0,29.039617318820262,29.277085755911923,29.28870279407528,0.9652426257348906,"{""correlated_suppressed"": 29, ""evidence_bundle_bytes"": 31360, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,15.0,,,,0.965233465872956,"{""arrived_attestations"": 44, ""attempted_attestations"": 44, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,100,1003,distributed_crn_honest,0.0,case-corridor-1003-veh_023-w0001,veh_023,speed_offset,1,1,1,revoked,committed,15.0,29.121160758722684,29.71283594940048,29.728160268789445,0.9672847113873778,"{""correlated_suppressed"": 24, ""evidence_bundle_bytes"": 27840, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_023,speed_offset,1,0,0,revoked,central_server_unavailable,15.0,,,,0.9672847113873778,"{""arrived_attestations"": 39, ""attempted_attestations"": 39, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,100,1004,distributed_crn_honest,0.0,case-corridor-1004-veh_009-w0001,veh_009,certificate_tamper,1,1,1,revoked,committed,15.0,29.039617318820262,29.277085755911923,29.28870279407528,0.9652426257348906,"{""correlated_suppressed"": 29, ""evidence_bundle_bytes"": 31360, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,15.0,,,,0.965233465872956,"{""arrived_attestations"": 44, ""attempted_attestations"": 44, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,100,1005,distributed_crn_honest,0.0,case-corridor-1005-veh_055-w0002,veh_055,false_denm,1,1,1,revoked,committed,30.0,44.21930762672173,44.96124600421052,44.9756563293555,0.8146734653309327,"{""correlated_suppressed"": 27, ""evidence_bundle_bytes"": 29952, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 3, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_055,false_denm,1,0,0,revoked,central_server_unavailable,30.0,,,,0.8146066485339507,"{""arrived_attestations"": 42, ""attempted_attestations"": 42, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,100,1006,distributed_crn_honest,0.0,case-corridor-1006-veh_026-w0001,veh_026,replay,1,1,1,revoked,committed,15.0,29.68997986018377,29.769441005661765,29.781614344187883,0.8907926354158168,"{""correlated_suppressed"": 29, ""evidence_bundle_bytes"": 23616, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_026,replay,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.8920029240318034,"{""arrived_attestations"": 33, ""attempted_attestations"": 33, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,corridor,100,1007,distributed_crn_honest,0.0,case-corridor-1007-veh_087-w0003,veh_087,replay,1,1,1,revoked,committed,45.0,59.27107713176945,59.38386690504088,59.39258438303438,-0.0663607059749669,"{""correlated_suppressed"": 31, ""evidence_bundle_bytes"": 29952, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_087,replay,1,0,0,revoked,central_server_unavailable,45.0,,,,-0.066501797956016,"{""arrived_attestations"": 42, ""attempted_attestations"": 42, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,20,1004,distributed_crn_honest,0.0,case-intersection-1004-veh_010-w0002,veh_010,certificate_tamper,1,1,1,revoked,committed,30.0,44.13230812794923,44.208525031942976,44.22274931238854,0.9664166555185124,"{""correlated_suppressed"": 73, ""evidence_bundle_bytes"": 62336, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_010,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.966442732202872,"{""arrived_attestations"": 88, ""attempted_attestations"": 88, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,60,1001,distributed_crn_honest,0.0,case-intersection-1001-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.20418711971633,30.33322357220341,30.348631916357757,0.5528862058383707,"{""correlated_suppressed"": 216, ""evidence_bundle_bytes"": 163712, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.295912612941613,,0.0450504244338672,"{""arrived_attestations"": 232, ""attempted_attestations"": 232, ""correlated_suppressed"": 217, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.3284215270594911, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3734719514933583}"
central_crn_operational_0ms,intersection,60,1002,distributed_crn_honest,0.0,case-intersection-1002-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.193849505715058,30.31847315998949,30.332601525970528,0.5410658472436922,"{""correlated_suppressed"": 211, ""evidence_bundle_bytes"": 160192, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.27614578321332,,0.026706778591461,"{""arrived_attestations"": 227, ""attempted_attestations"": 227, ""correlated_suppressed"": 212, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.33506647091671704, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3617732495081781}"
central_crn_operational_0ms,intersection,60,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_032-w0002,veh_032,flood,1,1,1,revoked,committed,30.0,44.733863218214765,45.07075543305256,45.08300719566853,0.5644929791322172,"{""correlated_suppressed"": 400, ""evidence_bundle_bytes"": 292544, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,revoked,central_server_unavailable,30.0,,,,0.5665013180757754,"{""arrived_attestations"": 415, ""attempted_attestations"": 415, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,60,1004,distributed_crn_honest,0.0,case-intersection-1004-veh_012-w0001,veh_012,flood,1,1,1,revoked,committed,15.0,29.4049593965362,29.58924030052993,29.60346458097549,0.5730257489828307,"{""correlated_suppressed"": 380, ""evidence_bundle_bytes"": 278464, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_012,flood,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.5740685382452381,"{""arrived_attestations"": 395, ""attempted_attestations"": 395, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,60,1004,distributed_crn_honest,0.0,case-intersection-1004-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.20281825490813,30.325611717387822,30.336227428401973,0.5414846307501419,"{""correlated_suppressed"": 211, ""evidence_bundle_bytes"": 160192, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.30595142943641,,0.0290824487524369,"{""arrived_attestations"": 227, ""attempted_attestations"": 227, ""correlated_suppressed"": 212, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.3337392759866234, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3628217247390603}"
central_crn_operational_0ms,intersection,60,1005,distributed_crn_honest,0.0,case-intersection-1005-veh_053-w0003,veh_053,mixed,1,1,1,revoked,committed,45.0,59.42166249953332,59.56973860981837,59.58260344630199,0.9327384585605047,"{""correlated_suppressed"": 257, ""evidence_bundle_bytes"": 191872, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 8, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_053,mixed,1,0,0,revoked,central_server_unavailable,45.0,,,,0.9327068859043856,"{""arrived_attestations"": 272, ""attempted_attestations"": 272, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,60,1006,distributed_crn_honest,0.0,case-intersection-1006-veh_027-w0001,veh_027,replay,1,1,1,revoked,committed,15.0,29.997462914611518,30.06925618003832,30.0866974904232,0.8582644069545874,"{""correlated_suppressed"": 51, ""evidence_bundle_bytes"": 39104, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_027,replay,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.8544127685743231,"{""arrived_attestations"": 55, ""attempted_attestations"": 55, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,60,1007,distributed_crn_honest,0.0,case-intersection-1007-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.22985767148604,30.36463678353834,30.37825419785564,0.535681140429943,"{""correlated_suppressed"": 211, ""evidence_bundle_bytes"": 160192, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.31354133053204,,0.0213998008988958,"{""arrived_attestations"": 227, ""attempted_attestations"": 227, ""correlated_suppressed"": 212, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.3362459395850531, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3576457404839489}"
central_crn_operational_0ms,intersection,60,1008,distributed_crn_honest,0.0,case-intersection-1008-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.25221115510045,30.38435695442294,30.39682300606581,0.5418151305815411,"{""correlated_suppressed"": 231, ""evidence_bundle_bytes"": 174272, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.295163188385686,,0.029441543544945,"{""arrived_attestations"": 247, ""attempted_attestations"": 247, ""correlated_suppressed"": 232, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.33380253530266385, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3632440788476089}"
central_crn_operational_0ms,intersection,60,1010,distributed_crn_honest,0.0,case-intersection-1010-veh_032-w0001,veh_032,flood,1,1,1,revoked,committed,15.0,30.2044561958012,30.333474732432904,30.34364423956374,0.5389752307089992,"{""correlated_suppressed"": 216, ""evidence_bundle_bytes"": 163712, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_032,flood,1,0,0,suspected,insufficient_weighted_margin,15.0,,29.32385711204004,,0.0265152642585099,"{""arrived_attestations"": 232, ""attempted_attestations"": 232, ""correlated_suppressed"": 217, ""dropped_attestations"": 0, ""independent_roots"": 14, ""opposing_strength"": 0.3343046022081474, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.3608198664666573}"
central_crn_operational_0ms,intersection,80,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_026-w0001,veh_026,replay,1,1,1,revoked,committed,15.0,30.034983343368285,30.105167256631304,30.11777229583429,0.91171136915109,"{""correlated_suppressed"": 49, ""evidence_bundle_bytes"": 39104, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_026,replay,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.8902899900733072,"{""arrived_attestations"": 55, ""attempted_attestations"": 55, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,80,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_026-w0002,veh_026,replay,1,1,1,revoked,committed,30.0,44.4576056096497,44.56288182448749,44.575133587103466,0.2434577688053791,"{""correlated_suppressed"": 79, ""evidence_bundle_bytes"": 60928, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_026,replay,1,0,0,quarantined,central_server_unavailable,30.0,,,,0.2442998120019553,"{""arrived_attestations"": 86, ""attempted_attestations"": 86, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,80,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_073-w0002,veh_073,flood,1,0,0,quarantined,insufficient_weighted_margin,33.0,,,,0.4986621735574263,"{""arrived_attestations"": 160, ""attempted_attestations"": 160, ""correlated_suppressed"": 148, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 12, ""validator_requalification"": false}",central_crn_operational_0ms,0.0,veh_073,flood,1,1,1,revoked,evidence_qualified,33.0,44.627241347269,44.627241347269,44.628241347269,0.5017763065853326,"{""arrived_attestations"": 160, ""attempted_attestations"": 160, ""correlated_suppressed"": 148, ""dropped_attestations"": 0, ""independent_roots"": 12, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.5017763065853326}"
central_crn_operational_0ms,intersection,80,1008,distributed_crn_honest,0.0,case-intersection-1008-veh_056-w0002,veh_056,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7486034736623912,"{""arrived_attestations"": 60, ""attempted_attestations"": 60, ""correlated_suppressed"": 44, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_operational_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.50073070027817,44.50073070027817,44.501730700278166,0.8035417652958537,"{""arrived_attestations"": 60, ""attempted_attestations"": 60, ""correlated_suppressed"": 45, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.8035417652958537}"
central_crn_operational_0ms,intersection,80,1009,distributed_crn_honest,0.0,case-intersection-1009-veh_056-w0002,veh_056,false_denm,1,0,0,quarantined,insufficient_independent_evidence_diversity,30.0,,,,0.7495602432168602,"{""arrived_attestations"": 57, ""attempted_attestations"": 57, ""correlated_suppressed"": 41, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_operational_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.53387552669878,44.53387552669878,44.53487552669878,0.8038762467591002,"{""arrived_attestations"": 57, ""attempted_attestations"": 57, ""correlated_suppressed"": 42, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.8038762467591002}"
central_crn_operational_0ms,intersection,100,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_026-w0001,veh_026,replay,1,1,1,revoked,committed,15.0,29.858832947413894,29.922471496646192,29.930012510705783,0.8894488195556437,"{""correlated_suppressed"": 51, ""evidence_bundle_bytes"": 39104, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_026,replay,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.8902815961298097,"{""arrived_attestations"": 55, ""attempted_attestations"": 55, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,100,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_026-w0002,veh_026,replay,1,1,1,revoked,committed,30.0,44.40478275312648,44.48714050498644,44.49547590365592,0.1188237257372187,"{""correlated_suppressed"": 78, ""evidence_bundle_bytes"": 60928, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_026,replay,1,0,0,quarantined,central_server_unavailable,30.0,,,,0.1194420708851464,"{""arrived_attestations"": 86, ""attempted_attestations"": 86, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,intersection,100,1003,distributed_crn_honest,0.0,case-intersection-1003-veh_073-w0002,veh_073,flood,1,0,0,quarantined,insufficient_weighted_margin,33.0,,,,0.4989888730293136,"{""arrived_attestations"": 165, ""attempted_attestations"": 165, ""correlated_suppressed"": 153, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 12, ""validator_requalification"": false}",central_crn_operational_0ms,0.0,veh_073,flood,1,1,1,revoked,evidence_qualified,33.0,44.62611334726899,44.62611334726899,44.62711334726899,0.5017788077547473,"{""arrived_attestations"": 165, ""attempted_attestations"": 165, ""correlated_suppressed"": 153, ""dropped_attestations"": 0, ""independent_roots"": 12, ""opposing_strength"": 0.0, ""queue_wait_ms"": 0.0, ""supporting_strength"": 0.5017788077547473}"
central_crn_operational_0ms,intersection,100,1005,distributed_crn_honest,0.0,case-intersection-1005-veh_061-w0002,veh_061,position_offset,1,1,1,revoked,committed,30.0,45.45028248254325,45.52026701619917,45.53326407070516,0.9640998450767112,"{""correlated_suppressed"": 39, ""evidence_bundle_bytes"": 39104, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 14, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_061,position_offset,1,0,0,quarantined,central_server_unavailable,30.0,,,,0.9667602673569052,"{""arrived_attestations"": 55, ""attempted_attestations"": 55, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,grid,20,1004,distributed_crn_honest,0.0,case-grid-1004-veh_010-w0002,veh_010,certificate_tamper,1,1,1,revoked,committed,30.0,44.01750762110827,44.130355960227874,44.14053040650966,0.9654603671099444,"{""correlated_suppressed"": 15, ""evidence_bundle_bytes"": 21504, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_010,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.9654369990620604,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,grid,60,1005,distributed_crn_honest,0.0,case-grid-1005-veh_009-w0002,veh_009,certificate_tamper,1,1,1,revoked,committed,30.0,44.116755369546034,44.18079758723749,44.19574083583116,0.2268308373498553,"{""correlated_suppressed"": 15, ""evidence_bundle_bytes"": 21504, ""evidence_coordinator"": ""rsu-4"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 9, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_009,certificate_tamper,1,0,0,revoked,central_server_unavailable,30.0,,,,0.2276911975519334,"{""arrived_attestations"": 30, ""attempted_attestations"": 30, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,grid,60,1006,distributed_crn_honest,0.0,case-grid-1006-veh_021-w0001,veh_021,position_offset,1,1,1,revoked,committed,15.0,29.58610572908404,29.6419103624782,29.66197317108829,0.9666668358701632,"{""correlated_suppressed"": 30, ""evidence_bundle_bytes"": 32064, ""evidence_coordinator"": ""rsu-3"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 15, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_021,position_offset,1,0,0,quarantined,central_server_unavailable,15.0,,,,0.9672676951084036,"{""arrived_attestations"": 45, ""attempted_attestations"": 45, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
central_crn_operational_0ms,grid,80,1001,distributed_crn_honest,0.0,case-grid-1001-veh_056-w0002,veh_056,false_denm,1,0,0,revoked,insufficient_independent_evidence_diversity,30.0,,,,0.7439643499682514,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 15, ""evidence_coordinator"": ""rsu-2"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""independent_roots"": 2, ""validator_requalification"": false}",central_crn_operational_0ms,0.0,veh_056,false_denm,1,1,1,revoked,evidence_qualified,30.0,44.32934417383199,44.32934417383199,44.33034417383199,0.8023653901063824,"{""arrived_attestations"": 32, ""attempted_attestations"": 32, ""correlated_suppressed"": 17, ""dropped_attestations"": 0, ""independent_roots"": 3, ""opposing_strength"": 0.0, ""queue_wait_ms"": 35.32218064282944, ""supporting_strength"": 0.8023653901063824}"
central_crn_operational_0ms,grid,80,1003,distributed_crn_honest,0.0,case-grid-1003-veh_006-w0001,veh_006,replay,1,1,1,revoked,committed,15.0,29.174556828612104,29.24422953197552,29.256397994849845,0.9012370087803137,"{""correlated_suppressed"": 56, ""evidence_bundle_bytes"": 42624, ""evidence_coordinator"": ""rsu-1"", ""evidence_source_guard_checks"": 0, ""evidence_source_guard_enabled"": false, ""evidence_source_guard_stable"": true, ""fault_activated"": false, ""independent_roots"": 4, ""semantic_proposal_valid"": true, ""validator_checks_passed"": 4, ""validator_checks_total"": 4, ""validator_requalification"": true}",central_crn_operational_0ms,0.0,veh_006,replay,1,0,0,revoked,central_server_unavailable,15.0,,,,0.9014253557436016,"{""arrived_attestations"": 60, ""attempted_attestations"": 60, ""dropped_attestations"": 0, ""queue_wait_ms"": null}"
